,drug_row,drug_col,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label
808,MEGESTROL ACETATE,ALLOPURINOL,HT29,11683,2094,0.669161079,5.447958638,0.001812169,1.076538217,8.428,Synergy
809,MITOTANE,ALLOPURINOL,HT29,4211,2094,0.441633518,5.009656123,2.930222694,3.32104806,6.5855,Synergy
810,NILOTINIB,ALLOPURINOL,HT29,644241,2094,0.18215307,0.859056764,-3.044344529,-0.757171068,1.6485,NA
811,PAZOPANIB HYDROCHLORIDE,ALLOPURINOL,HT29,11525740,2094,1.600300511,0.625150894,-4.923171745,-4.477906228,7.0035,NA
812,RUXOLITINIB,ALLOPURINOL,HT29,25126798,2094,3.207896231,-1.481133858,-8.477954635,-7.649392879,6.02,NA
813,TEMOZOLOMIDE,ALLOPURINOL,HT29,5394,2094,0.672490523,-0.058467448,-2.130350141,-1.956549156,-0.124,NA
814,THIOTEPA,ALLOPURINOL,HT29,5453,2094,-0.99742728,1.928319548,0.354598476,-0.097194244,5.193,NA
815,TRETINOIN,ALLOPURINOL,HT29,444795,2094,-1.063700217,1.439213702,-0.455595611,0.404226326,-1.114,NA
816,VEMURAFENIB,ALLOPURINOL,HT29,42611257,2094,3.75401975,5.745911007,-11.99270399,3.542760202,8.072,NA
817,ZOLINZA,ALLOPURINOL,HT29,5311,2094,-6.967958322,-2.533151057,-1.063292952,-2.124988874,12.4455,Antagonism
818,5-FLUORO-2'-DEOXYURIDINE,ANASTROZOLE,HT29,3363,2187,3.428982166,-2.986799464,-10.38577889,-1.492410608,-1.9175,NA
819,5-FU,ANASTROZOLE,HT29,3385,2187,1.776274852,-6.624683595,-7.761284488,-7.239105556,-28.8225,NA
820,ALTRETAMINE,ANASTROZOLE,HT29,2123,2187,2.830833262,-1.64757249,-8.567434668,-7.880966556,-3.4005,NA
821,AXITINIB,ANASTROZOLE,HT29,6450551,2187,1.185425555,0.086599792,-2.304320899,-2.336184258,0.1915,NA
822,BUSULFAN,ANASTROZOLE,HT29,2478,2187,-0.799781362,-1.341726798,-1.741370595,-2.872440278,0.357,Antagonism
823,CELECOXIB,ANASTROZOLE,HT29,2662,2187,0.571399791,0.071387232,0.785040775,-1.231109481,-1.125,NA
824,CHLORAMBUCIL,ANASTROZOLE,HT29,2708,2187,-6.558940385,-6.382312417,-8.197284726,-7.6497582,-18.6605,Antagonism
825,CRIZOTINIB,ANASTROZOLE,HT29,11626560,2187,-0.354409306,5.686514757,3.163724021,3.44018936,14.268,NA
826,DASATINIB,ANASTROZOLE,HT29,3062316,2187,2.55590549,2.694012209,4.157543084,3.220582889,2.295,Synergy
827,DEXRAZOXANE,ANASTROZOLE,HT29,71384,2187,-7.762139264,-2.361956043,-3.493587023,-3.387217444,7.981,Antagonism
828,EXEMESTANE,ANASTROZOLE,HT29,60198,2187,2.346515133,2.965724646,2.923088264,2.07267077,14.3265,Synergy
829,GEFITINIB,ANASTROZOLE,HT29,123631,2187,-0.836197968,3.494665906,3.239347178,2.446892992,18.673,NA
830,LAPATINIB,ANASTROZOLE,HT29,208908,2187,-1.574539607,-2.788433733,-6.37969771,-7.108277622,0.694,Antagonism
831,LENALIDOMIDE,ANASTROZOLE,HT29,216326,2187,5.659385475,2.431954045,2.35661177,1.186781881,0.929,Synergy
832,LETROZOLE,ANASTROZOLE,HT29,3902,2187,-1.889758228,-5.474850884,0.261926627,-4.347495697,-4.5945,NA
833,MEGESTROL ACETATE,ANASTROZOLE,HT29,11683,2187,0.570452732,-5.877325655,-8.235683045,-7.661810622,-6.5695,NA
834,MITOTANE,ANASTROZOLE,HT29,4211,2187,2.297454872,8.969117688,6.453610896,4.94340233,10.266,Synergy
835,PAZOPANIB HYDROCHLORIDE,ANASTROZOLE,HT29,11525740,2187,1.541094231,2.329651269,-1.380905604,-0.370855365,2.714,NA
836,RUXOLITINIB,ANASTROZOLE,HT29,25126798,2187,3.099425421,-0.297890007,-6.517127826,-5.507077587,1.3045,NA
837,TEMOZOLOMIDE,ANASTROZOLE,HT29,5394,2187,1.029233688,-0.309037373,-1.7269152,-4.168135705,1.4775,NA
838,THIOTEPA,ANASTROZOLE,HT29,5453,2187,-3.352748605,1.890401268,4.975383418,3.963938556,6.4745,NA
839,TRETINOIN,ANASTROZOLE,HT29,444795,2187,-1.663963053,-0.182632594,7.991162508,2.024228889,2.9565,NA
840,VEMURAFENIB,ANASTROZOLE,HT29,42611257,2187,7.59373427,6.849545334,1.915722866,5.977226326,12.9945,Synergy
841,5-FLUORO-2'-DEOXYURIDINE,BORTEZOMIB,HT29,3363,387447,-2.936115657,-5.190818501,-2.263210885,0.150050201,-4.915,NA
842,5-FU,BORTEZOMIB,HT29,3385,387447,2.295214867,2.056785289,-1.019541873,2.599756638,-13.6704,NA
843,ALLOPURINOL,BORTEZOMIB,HT29,2094,387447,1.014454682,2.430505582,-41.89834381,-0.346660011,-22.605,NA
844,ALTRETAMINE,BORTEZOMIB,HT29,2123,387447,2.50028219,-1.07597232,-12.36487325,-7.302056092,-0.9535,NA
845,ANASTROZOLE,BORTEZOMIB,HT29,2187,387447,0.953751522,2.662688342,-25.83051889,-1.223342822,-7.393,NA
846,AXITINIB,BORTEZOMIB,HT29,6450551,387447,0.334413388,1.770060892,-3.857496388,-1.231980132,2.36,NA
847,AZD1775,BORTEZOMIB,HT29,24856436,387447,1.70632521,3.29085196,-2.746348148,3.864430975,-14.789,NA
848,BUSULFAN,BORTEZOMIB,HT29,2478,387447,0.54367508,4.107485988,-34.63904235,-2.045791637,-5.2945,NA
849,CELECOXIB,BORTEZOMIB,HT29,2662,387447,0.710548189,-0.005594317,-33.21137235,-2.908898356,-20.0315,NA
850,CHEMBL277800,BORTEZOMIB,HT29,354624,387447,9.440076974,8.044551821,6.142458509,7.770175333,17.5295,Synergy
851,CHLORAMBUCIL,BORTEZOMIB,HT29,2708,387447,-6.65833457,-5.72331379,-8.703279784,-7.359290052,-12.89,Antagonism
852,CRIZOTINIB,BORTEZOMIB,HT29,11626560,387447,-1.03615084,7.331881543,2.410585247,4.573829144,17.561,NA
853,DEXAMETHASONE,BORTEZOMIB,HT29,5743,387447,0.318507921,-0.558838304,-49.64014886,-0.928470785,-10.447375,NA
854,DEXRAZOXANE,BORTEZOMIB,HT29,71384,387447,-0.026550015,4.712422114,3.689221212,3.733482424,18.702,NA
855,ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,HT29,176871,387447,54.27321097,56.62288712,49.30265579,49.66298043,38.977,Synergy
856,ETOPOSIDE,BORTEZOMIB,HT29,36462,387447,1.864112895,2.338552461,-1.22512038,2.654302338,-13.18075,NA
857,EXEMESTANE,BORTEZOMIB,HT29,60198,387447,1.89172981,-2.471276639,-2.82211574,-3.247186384,13.828,NA
858,GEFITINIB,BORTEZOMIB,HT29,123631,387447,-1.878031146,1.907131793,0.938887093,0.805646949,23.535,NA
859,IMIQUIMOD,BORTEZOMIB,HT29,57469,387447,-1.00009846,-3.323601258,-21.6274282,-8.280980856,5.6335,Antagonism
860,LAPATINIB,BORTEZOMIB,HT29,208908,387447,3.630327213,4.305533153,-9.562896763,4.477332655,5.1243,NA
861,LENALIDOMIDE,BORTEZOMIB,HT29,216326,387447,4.2229907,-0.379045193,-0.716539914,-1.533908606,0.5705,NA
862,LETROZOLE,BORTEZOMIB,HT29,3902,387447,1.363705009,1.919670244,-38.34099935,-1.476659933,7.4845,NA
863,MEGESTROL ACETATE,BORTEZOMIB,HT29,11683,387447,0.244284674,-2.250203392,-7.749810993,-4.895239561,-0.7865,NA
864,METFORMIN,BORTEZOMIB,HT29,4091,387447,-0.3161512,-0.499656394,-8.210705663,-1.0990433,-12.08475,Antagonism
865,MITOTANE,BORTEZOMIB,HT29,4211,387447,0.237601368,-4.738810924,-41.41105209,-5.043472344,20.221,NA
866,MK-2206,BORTEZOMIB,HT29,24964624,387447,-2.431970866,-2.770720158,-4.515277201,-1.822844804,-23.11525,Antagonism
867,MK-5108,BORTEZOMIB,HT29,24748204,387447,-0.435089957,1.053909386,-16.49261108,0.671688384,-9.567,NA
868,NILOTINIB,BORTEZOMIB,HT29,644241,387447,0.451661709,-2.163991036,-49.73662263,-4.78661644,-10.0495,NA
869,PAZOPANIB HYDROCHLORIDE,BORTEZOMIB,HT29,11525740,387447,1.16001187,4.317487039,-3.445095469,0.733686535,7.3985,NA
870,PD325901,BORTEZOMIB,HT29,9826528,387447,-1.166630932,-3.036018753,-5.03163632,-2.109785429,-39.63525,Antagonism
871,RUXOLITINIB,BORTEZOMIB,HT29,25126798,387447,2.740998638,-0.086385454,-9.654356722,-5.593716369,4.5615,NA
872,TEMOZOLOMIDE,BORTEZOMIB,HT29,5394,387447,1.55973524,-0.305026196,-50.40388545,-1.974406261,-2.5025,NA
873,THIOTEPA,BORTEZOMIB,HT29,5453,387447,6.500293761,4.085821385,-22.32478023,1.962080667,9.1665,NA
874,TOPOTECAN HYDROCHLORIDE,BORTEZOMIB,HT29,60699,387447,-6.671470638,-6.058462741,-6.846072523,-3.314552667,-8.415,Antagonism
875,TRETINOIN,BORTEZOMIB,HT29,444795,387447,-0.176384823,-2.372263183,-43.84527658,-1.7033443,1.5975,Antagonism
876,VEMURAFENIB,BORTEZOMIB,HT29,42611257,387447,4.967765314,5.731756255,4.504776813,4.575760202,9.6675,Synergy
877,ZOLINZA,BORTEZOMIB,HT29,5311,387447,2.645901952,4.007358244,-4.36643123,3.745761795,-0.5341,NA
878,5-FLUORO-2'-DEOXYURIDINE,BUSULFAN,HT29,3363,2478,0.657726243,1.462530415,-14.85814016,0.469828401,1.056,NA
879,5-FU,BUSULFAN,HT29,3385,2478,-0.854918592,-3.211146777,-19.00526578,-2.968551452,-2.101,Antagonism
880,ALTRETAMINE,BUSULFAN,HT29,2123,2478,1.594915539,5.233618972,-6.098967611,-1.206303622,13.054,NA
881,AXITINIB,BUSULFAN,HT29,6450551,2478,5.790376019,-0.067603144,-6.506530675,-4.363239561,14.543,NA
882,CELECOXIB,BUSULFAN,HT29,2662,2478,-1.232134176,-0.827163388,-2.674919374,-2.54914058,0.5725,Antagonism
883,CHEMBL277800,BUSULFAN,HT29,354624,2478,-0.504866146,-3.08816169,0.656169981,-5.6063833,-3.3475,NA
884,CHLORAMBUCIL,BUSULFAN,HT29,2708,2478,-6.655833335,-1.798582473,-9.155525039,-4.154290052,-8.6295,Antagonism
885,CRIZOTINIB,BUSULFAN,HT29,11626560,2478,-2.429061518,-4.164189448,-12.72874238,-7.33412845,5.5375,Antagonism
886,DASATINIB,BUSULFAN,HT29,3062316,2478,-5.857300794,-1.520265186,-11.00671214,-0.040128687,-3.663,Antagonism
887,DEXRAZOXANE,BUSULFAN,HT29,71384,2478,-11.27762712,2.469528291,-5.257174417,1.706593535,16.2055,NA
888,EXEMESTANE,BUSULFAN,HT29,60198,2478,1.837751845,6.685813922,-14.33311193,4.644736381,-3.063,NA
889,GEFITINIB,BUSULFAN,HT29,123631,2478,4.02492056,6.987640003,-4.156862997,5.190069714,24.058,NA
890,LAPATINIB,BUSULFAN,HT29,208908,2478,-1.199339029,2.303998012,-7.304093592,1.547585188,1.842,NA
891,LENALIDOMIDE,BUSULFAN,HT29,216326,2478,0.344087591,8.828033201,7.146718262,6.368649328,13.035,Synergy
892,LETROZOLE,BUSULFAN,HT29,3902,2478,-1.787181671,0.740695308,-0.495971932,0.928636078,3.6025,NA
893,MEGESTROL ACETATE,BUSULFAN,HT29,11683,2478,-0.595874989,3.602013991,-1.19598388,-0.597795117,9.606,NA
894,MITOTANE,BUSULFAN,HT29,4211,2478,-2.6918379,0.355436579,-2.915181747,-0.310128687,2.654,NA
895,NILOTINIB,BUSULFAN,HT29,644241,2478,-1.693965893,0.784088637,-1.373745138,2.034291936,3.0815,NA
896,PAZOPANIB HYDROCHLORIDE,BUSULFAN,HT29,11525740,2478,0.039210182,-1.645505822,-6.959878452,-6.514684006,10.9475,NA
897,RUXOLITINIB,BUSULFAN,HT29,25126798,2478,1.552461026,-4.541388903,-11.26994657,-10.49000399,2.5545,NA
898,TEMOZOLOMIDE,BUSULFAN,HT29,5394,2478,-1.026095836,-2.631065923,-0.647952156,-3.522217882,-2.112,Antagonism
899,THIOTEPA,BUSULFAN,HT29,5453,2478,-2.837619488,1.736878726,0.867912953,0.958647722,-0.2275,NA
900,TRETINOIN,BUSULFAN,HT29,444795,2478,-2.626478208,-0.371422259,2.13071118,-0.979104711,0.3545,NA
901,VEMURAFENIB,BUSULFAN,HT29,42611257,2478,0.674285927,1.323915349,-21.28274073,0.192649091,13.9265,NA
902,ZOLINZA,BUSULFAN,HT29,5311,2478,-2.526596509,4.705673613,-10.42221326,0.407277667,2.074,NA
903,5-FLUORO-2'-DEOXYURIDINE,CHEMBL277800,HT29,3363,354624,7.010843902,7.81873477,2.773594549,-0.277081267,5.0155,NA
904,5-FU,CHEMBL277800,HT29,3385,354624,-5.194654218,-5.605746885,-2.167760114,-1.525819175,-14.2115,Antagonism
905,ALTRETAMINE,CHEMBL277800,HT29,2123,354624,5.369454248,7.361586892,-39.51993661,2.343057186,14.3055,NA
906,ANASTROZOLE,CHEMBL277800,HT29,2187,354624,1.907123342,1.307065158,-2.247079839,-2.933464479,1.1175,NA
907,AXITINIB,CHEMBL277800,HT29,6450551,354624,1.136655204,-2.272076466,-4.468021016,-4.5515814,30.3265,NA
908,CELECOXIB,CHEMBL277800,HT29,2662,354624,7.010831936,7.81873477,3.098285088,-0.277081267,5.0155,NA
909,CHLORAMBUCIL,CHEMBL277800,HT29,2708,354624,-5.112082304,0.387447474,-19.705541,0.727853928,0.291,NA
910,CRIZOTINIB,CHEMBL277800,HT29,11626560,354624,-0.751207313,0.055986306,-1.741780846,-1.558470289,34.497,NA
911,DEXRAZOXANE,CHEMBL277800,HT29,71384,354624,0.607481461,3.637723359,4.252722958,5.16787155,25.453,Synergy
912,EXEMESTANE,CHEMBL277800,HT29,60198,354624,0.829648776,2.81749272,-10.03456599,3.028958603,26.8695,NA
913,GEFITINIB,CHEMBL277800,HT29,123631,354624,6.455154038,8.078754177,3.422046313,9.352204883,27.277,Synergy
914,LENALIDOMIDE,CHEMBL277800,HT29,216326,354624,2.686601168,6.147364844,-20.31370014,5.16987155,25.4365,NA
915,LETROZOLE,CHEMBL277800,HT29,3902,354624,7.010801246,7.81873477,3.075310801,-0.277081267,5.0155,NA
916,MEGESTROL ACETATE,CHEMBL277800,HT29,11683,354624,1.670991188,2.184428951,-14.48519801,0.366281439,13.7865,NA
917,NILOTINIB,CHEMBL277800,HT29,644241,354624,7.010828342,7.81873477,3.116572297,-0.277081267,5.0155,NA
918,PAZOPANIB HYDROCHLORIDE,CHEMBL277800,HT29,11525740,354624,-1.343399391,-1.530865543,-31.84574654,-4.043208718,12.1745,Antagonism
919,RUXOLITINIB,CHEMBL277800,HT29,25126798,354624,3.401103612,-1.530672323,-33.86530209,-5.83356591,30.9125,NA
920,TEMOZOLOMIDE,CHEMBL277800,HT29,5394,354624,7.010985737,7.818733057,2.819041363,-0.277081611,5.0175,NA
921,THIOTEPA,CHEMBL277800,HT29,5453,354624,7.010983816,7.818733057,3.005217875,-0.277081611,5.0175,NA
922,TRETINOIN,CHEMBL277800,HT29,444795,354624,7.010801249,7.81873477,3.107164786,-0.277081267,5.0155,NA
923,VEMURAFENIB,CHEMBL277800,HT29,42611257,354624,3.838090508,4.622941876,4.924916936,6.507014159,5.5695,Synergy
924,5-FLUORO-2'-DEOXYURIDINE,DASATINIB,HT29,3363,3062316,-3.213545466,2.889103227,0.827792395,2.418700424,7.8115,NA
925,5-FU,DASATINIB,HT29,3385,3062316,1.582151785,0.933001794,7.148837822,9.479720672,-9.3798,Synergy
926,ALTRETAMINE,DASATINIB,HT29,2123,3062316,-3.717818695,0.962723124,-33.75750096,-3.513916789,11.553,NA
927,AXITINIB,DASATINIB,HT29,6450551,3062316,5.330112196,11.04388136,-6.908270554,10.20655719,26.888,NA
928,AZD1775,DASATINIB,HT29,24856436,3062316,4.025950189,2.964001142,2.873894055,7.980246949,-1.314625,Synergy
929,BORTEZOMIB,DASATINIB,HT29,387447,3062316,0.669053874,3.304306066,1.539632826,3.45871563,-21.907125,Synergy
930,CELECOXIB,DASATINIB,HT29,2662,3062316,-2.202710869,5.368542389,-10.16708838,4.884731957,5.6895,NA
931,CHEMBL277800,DASATINIB,HT29,354624,3062316,-3.209440978,-3.073539803,-4.794045027,-3.471077117,-0.768,Antagonism
932,CHLORAMBUCIL,DASATINIB,HT29,2708,3062316,-8.80077004,1.198594349,-1.942828155,3.825962889,-5.3905,NA
933,CRIZOTINIB,DASATINIB,HT29,11626560,3062316,1.592282392,7.635118477,3.117617405,7.833747711,27.7155,Synergy
934,DEXAMETHASONE,DASATINIB,HT29,5743,3062316,6.190983792,5.337310542,-13.56301598,4.976740219,-0.13325,NA
935,DEXRAZOXANE,DASATINIB,HT29,71384,3062316,-6.953436137,0.195195085,4.127629248,5.261581699,10.9865,NA
936,ETOPOSIDE,DASATINIB,HT29,36462,3062316,3.688635947,3.198465928,7.423244872,9.534505051,1.3525,Synergy
937,EXEMESTANE,DASATINIB,HT29,60198,3062316,-5.550303137,-0.191271541,-1.267578522,1.762980431,12.8685,NA
938,GEFITINIB,DASATINIB,HT29,123631,3062316,4.128834531,7.976895115,6.037346941,11.85551764,22.8885,Synergy
939,LENALIDOMIDE,DASATINIB,HT29,216326,3062316,-3.217796488,2.327124765,-18.98102611,3.985591742,0.4225,NA
940,LETROZOLE,DASATINIB,HT29,3902,3062316,-0.779044253,-6.265495909,-13.05494464,-8.15882748,-0.835,Antagonism
941,MEGESTROL ACETATE,DASATINIB,HT29,11683,3062316,0.131933196,4.501961925,-14.83412938,3.383305111,8.302,NA
942,METFORMIN,DASATINIB,HT29,4091,3062316,3.727896918,4.060676603,-22.48284427,4.217287094,2.821875,NA
943,MK-2206,DASATINIB,HT29,24964624,3062316,14.66604552,14.35659893,23.78281669,25.16607813,10.665375,Synergy
944,MK-5108,DASATINIB,HT29,24748204,3062316,6.527564119,7.406639355,1.111856903,10.80211522,3.420875,Synergy
945,NILOTINIB,DASATINIB,HT29,644241,3062316,0.575643189,-4.548300944,-14.82375992,-6.541049156,-0.286,NA
946,PAZOPANIB HYDROCHLORIDE,DASATINIB,HT29,11525740,3062316,2.139695564,7.601148691,-37.58502392,5.169779408,18.27,NA
947,PD325901,DASATINIB,HT29,9826528,3062316,5.306976074,4.948403586,10.17813797,16.71658959,-19.77325,Synergy
948,RUXOLITINIB,DASATINIB,HT29,25126798,3062316,-1.93408992,-1.133078909,-48.57791281,-5.823109481,6.157,Antagonism
949,TEMOZOLOMIDE,DASATINIB,HT29,5394,3062316,0.231014766,-2.334850887,-29.88280996,-5.233402727,-3.7517,NA
950,THIOTEPA,DASATINIB,HT29,5453,3062316,-2.97247071,4.907369888,-1.600357673,0.350612542,14.6965,NA
951,TRETINOIN,DASATINIB,HT29,444795,3062316,-1.019405099,1.806443521,0.537808889,5.64581379,5.4065,NA
952,VEMURAFENIB,DASATINIB,HT29,42611257,3062316,7.689394025,8.504813591,9.883513035,11.52781153,23.0375,Synergy
953,ZOLINZA,DASATINIB,HT29,5311,3062316,-2.654514851,-2.370810267,0.052631083,3.389540121,-6.3255,NA
954,5-FLUORO-2'-DEOXYURIDINE,ERLOTINIB HYDROCHLORIDE,HT29,3363,176871,2.519103074,4.686162715,-34.63144456,3.389781881,13.111,NA
955,5-FU,ERLOTINIB HYDROCHLORIDE,HT29,3385,176871,6.365605089,-3.026726204,-6.993303262,-4.338995896,-7.9195,NA
956,ALLOPURINOL,ERLOTINIB HYDROCHLORIDE,HT29,2094,176871,0.48300535,-1.145132584,-3.672759662,-4.089460682,1.1,NA
957,ALTRETAMINE,ERLOTINIB HYDROCHLORIDE,HT29,2123,176871,4.325308959,4.551572822,-2.470908461,-1.773109481,5.9945,NA
958,ANASTROZOLE,ERLOTINIB HYDROCHLORIDE,HT29,2187,176871,2.138224042,3.824054134,-1.221622765,-1.195694567,5.033,NA
959,AXITINIB,ERLOTINIB HYDROCHLORIDE,HT29,6450551,176871,1.232962078,2.624965723,-1.649202147,-0.822704732,3.405,NA
960,BUSULFAN,ERLOTINIB HYDROCHLORIDE,HT29,2478,176871,1.019634346,3.203088434,1.93659933,0.966748133,3.1995,Synergy
961,CELECOXIB,ERLOTINIB HYDROCHLORIDE,HT29,2662,176871,2.490705192,4.066882666,1.288625101,0.553488244,3.9815,Synergy
962,CHEMBL277800,ERLOTINIB HYDROCHLORIDE,HT29,354624,176871,1.63613065,-2.557475673,-4.939453935,-6.343231897,1.373,NA
963,CHLORAMBUCIL,ERLOTINIB HYDROCHLORIDE,HT29,2708,176871,-5.987206982,-4.036118583,-7.815645668,-6.496377342,-8.661,Antagonism
964,CRIZOTINIB,ERLOTINIB HYDROCHLORIDE,HT29,11626560,176871,-0.339091914,3.477211766,-3.241597166,0.244440255,10.1955,NA
965,DASATINIB,ERLOTINIB HYDROCHLORIDE,HT29,3062316,176871,-3.395031122,2.190688002,-12.54915692,1.696448548,8.403,NA
966,DEXRAZOXANE,ERLOTINIB HYDROCHLORIDE,HT29,71384,176871,-5.590778784,1.552402883,-1.289571594,-0.63732923,18.4835,NA
967,EXEMESTANE,ERLOTINIB HYDROCHLORIDE,HT29,60198,176871,5.103877435,6.718481011,5.350988198,4.811115215,10.0905,Synergy
968,GEFITINIB,ERLOTINIB HYDROCHLORIDE,HT29,123631,176871,3.330196437,4.577704474,2.946771216,2.339892992,20.114,Synergy
969,IFOSFAMIDE,ERLOTINIB HYDROCHLORIDE,HT29,3690,176871,3.254824,2.915793009,-2.289209771,-2.884285991,-0.7205,NA
970,IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,HT29,57469,176871,2.900126061,1.810782461,-5.408221617,-4.294556092,5.384,NA
971,LAPATINIB,ERLOTINIB HYDROCHLORIDE,HT29,208908,176871,1.113539176,2.178394883,0.783099532,-0.019347567,2.007,NA
972,LENALIDOMIDE,ERLOTINIB HYDROCHLORIDE,HT29,216326,176871,2.062951304,5.22075011,3.731171491,2.561337437,8.5915,Synergy
973,LETROZOLE,ERLOTINIB HYDROCHLORIDE,HT29,3902,176871,7.115299853,1.411238804,-1.213403568,-1.402293778,2.043,NA
974,MEGESTROL ACETATE,ERLOTINIB HYDROCHLORIDE,HT29,11683,176871,1.744456933,2.274263644,-0.980311811,-0.693263619,4.5505,NA
975,METHOXSALEN,ERLOTINIB HYDROCHLORIDE,HT29,4114,176871,0.52794521,2.110272515,-3.387686508,-1.152410687,-4.1985,NA
976,MITOTANE,ERLOTINIB HYDROCHLORIDE,HT29,4211,176871,0.50486374,3.118945685,-0.572531206,-0.029942156,0.236,NA
977,NILOTINIB,ERLOTINIB HYDROCHLORIDE,HT29,644241,176871,0.949349065,2.236858568,1.998067126,-1.177081611,3.0215,NA
978,PAZOPANIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,HT29,11525740,176871,2.087842497,2.851501746,-0.679038453,-0.713035687,5.293,NA
979,PROCARBAZINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,HT29,9703,176871,0.141952363,2.879288847,1.278075961,-0.012750445,2.732,NA
980,RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,HT29,25126798,176871,4.611668149,-0.254855343,-6.237666361,-5.824938592,0.221,NA
981,TEMOZOLOMIDE,ERLOTINIB HYDROCHLORIDE,HT29,5394,176871,2.648406721,1.917005346,-4.015976551,-2.886605356,2.8565,NA
982,THALIDOMIDE,ERLOTINIB HYDROCHLORIDE,HT29,5426,176871,6.451685842,8.36520263,3.699842695,2.957936233,8.2965,Synergy
983,THIOTEPA,ERLOTINIB HYDROCHLORIDE,HT29,5453,176871,-0.907898004,0.529891356,-1.175776842,-2.154972667,2.7005,NA
984,TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,HT29,60699,176871,2.171639403,2.999857526,-52.08955995,1.925337437,19.4815,NA
985,TRETINOIN,ERLOTINIB HYDROCHLORIDE,HT29,444795,176871,-1.238861078,3.713360366,0.837603883,2.110892992,5.9485,NA
986,VEMURAFENIB,ERLOTINIB HYDROCHLORIDE,HT29,42611257,176871,10.44773021,9.97686258,-6.891591303,8.113781881,16.287,NA
987,ZOLINZA,ERLOTINIB HYDROCHLORIDE,HT29,5311,176871,-1.003105397,2.157981525,-2.926166635,-1.306083778,11.631,NA
988,5-FLUORO-2'-DEOXYURIDINE,IFOSFAMIDE,HT29,3363,3690,-3.221734869,1.89808812,-40.3146981,-1.900218119,12.9975,NA
989,5-FU,IFOSFAMIDE,HT29,3385,3690,3.761983523,0.273299944,-16.25482134,-0.218107008,-3.845,NA
990,ALLOPURINOL,IFOSFAMIDE,HT29,2094,3690,-1.846344213,-2.321968717,2.791786714,-0.563861556,-3.111,NA
991,ALTRETAMINE,IFOSFAMIDE,HT29,2123,3690,3.890297146,4.040247943,-2.641620451,-2.177053925,5.326,NA
992,ANASTROZOLE,IFOSFAMIDE,HT29,2187,3690,-3.795042025,-5.865141392,-5.951189058,-3.812367116,-5.2445,Antagonism
993,AXITINIB,IFOSFAMIDE,HT29,6450551,3690,1.439457729,2.362889208,-1.910702282,0.098061209,8.707,NA
994,BUSULFAN,IFOSFAMIDE,HT29,2478,3690,-3.484539659,-4.221948046,-5.150159833,-4.456083467,-0.7,Antagonism
995,CELECOXIB,IFOSFAMIDE,HT29,2662,3690,-2.225401494,1.806915465,3.649660502,3.331422845,-0.495,NA
996,CHEMBL277800,IFOSFAMIDE,HT29,354624,3690,5.360219748,2.840618981,-5.320940007,-4.662160333,7.296,NA
997,CHLORAMBUCIL,IFOSFAMIDE,HT29,2708,3690,-6.643508171,-1.766695771,-16.34950499,-2.895159342,-4.3455,Antagonism
998,CRIZOTINIB,IFOSFAMIDE,HT29,11626560,3690,-1.22359946,0.89944182,-10.7193952,-1.266276347,11.0295,NA
999,DASATINIB,IFOSFAMIDE,HT29,3062316,3690,-0.832063353,-0.090364968,-53.38634574,1.885338111,4.642,NA
1000,DEXRAZOXANE,IFOSFAMIDE,HT29,71384,3690,-6.565677723,0.092328624,-14.09911059,-0.727662563,14.1975,NA
1001,EXEMESTANE,IFOSFAMIDE,HT29,60198,3690,0.803062764,0.07003507,-24.329595,-0.644218119,-2.814,NA
1002,GEFITINIB,IFOSFAMIDE,HT29,123631,3690,1.619846563,3.444444064,-18.80957708,2.606448548,19.4335,NA
1003,LAPATINIB,IFOSFAMIDE,HT29,208908,3690,-1.502685332,-2.9629238,-1.773646212,-1.887578856,-4.4695,Antagonism
1004,LENALIDOMIDE,IFOSFAMIDE,HT29,216326,3690,0.902831871,4.664765931,4.869844333,3.668892992,5.289,Synergy
1005,LETROZOLE,IFOSFAMIDE,HT29,3902,3690,-1.683939406,-0.555354906,1.146596228,1.187823,0.0375,NA
1006,MEGESTROL ACETATE,IFOSFAMIDE,HT29,11683,3690,1.945998602,4.148616349,1.245924145,2.452945875,6.519,Synergy
1007,METHOXSALEN,IFOSFAMIDE,HT29,4114,3690,-3.164614967,3.452901761,-44.26142739,1.144224722,14.274,NA
1008,MITOTANE,IFOSFAMIDE,HT29,4211,3690,7.936128705,10.79240204,-0.303583564,0.325527489,13.3245,NA
1009,NILOTINIB,IFOSFAMIDE,HT29,644241,3690,-3.583470247,-0.622931229,-2.451959674,1.636448833,-0.4545,NA
1010,PAZOPANIB HYDROCHLORIDE,IFOSFAMIDE,HT29,11525740,3690,1.37649697,2.590147757,-0.432285151,-0.103387259,5.7405,NA
1011,PROCARBAZINE HYDROCHLORIDE,IFOSFAMIDE,HT29,9703,3690,-0.578931821,1.942006479,0.642901107,-0.712440244,2.331,NA
